Record #,ID,DOI,Strain,Titer,Product,Type,Substrate,Comment
51439,22005,10.1016/S0961-9534(97)00032-9,Candida guilliermondii,,,,,
22948,22014,10.1007/BF02770812,-,-,-,-,,-
51440,22014,10.1007/BF02770812,Mucor circinelloides,0.34 g/L,linoleic acid,Acid,,
22950,22016,10.1016/0168-1656(96)01572-6,-,-,-,-,,-
51441,22016,10.1016/0168-1656(96)01572-6,Candida tropicalis,,,,hydrol,
22952,22018,10.1016/S0141-0229(96)00005-1,-,-,-,-,,-
51442,22018,10.1016/S0141-0229(96)00005-1,Candida guilliermondii,,,,,
22957,22023,10.1007/BF00154626,NULL,NULL,NULL,NULL,,
22959,22025,10.1021/bp960033b,NULL,NULL,NULL,NULL,,
22961,22027,10.1007/BF01570143,NULL,NULL,NULL,NULL,,
22963,22029,10.1016/0960-8524(96)00031-4,-,-,-,-,,-
51443,22029,10.1016/0960-8524(96)00031-4,Candida guilliermondii,13.77 g/l,xylitol,Alcohol,,
22964,22030,10.1007/BF00360928,-,-,-,-,,-
51444,22030,10.1007/BF00360928,Pichia stipitis,13.3 g/l,ethanol,Alcohol,,
22965,22031,none,-,-,-,-,,-
51445,22031,none,Candida guilliermondii,,,,hydrol,
22971,22037,10.1007/BF02941704,NULL,NULL,NULL,NULL,,
22973,22039,10.1007/BF02941712,NULL,NULL,NULL,NULL,,
22976,22042,10.1007/s002530050674,-,-,-,-,,-
51446,22042,10.1007/s002530050674,Candida shehatae,55 g/l,ethanol,Alcohol,,
22977,22043,none,-,-,-,-,,-
51447,22043,none,,,,,,
22978,22044,10.1002/(SICI)1097-0290(19960220)49:4<429::AID-BIT10>3.0.CO;2-5,NULL,NULL,NULL,NULL,,
22980,22046,10.1007/BF00128670,-,-,-,-,,-
51448,22046,10.1007/BF00128670,Canidida bombicola,180 g/l,sophorose lipid,Other,glucose,
22982,22048,10.1002/(SICI)1097-0290(19960105)49:1<52::AID-BIT7>3.0.CO;2-S,NULL,NULL,NULL,NULL,,
22983,22049,10.1002/abio.370160112,-,-,-,-,,-
51449,22049,10.1002/abio.370160112,Candida guilliermondii,,,,,
22986,22052,10.1007/BF00137806,NULL,NULL,NULL,NULL,,
22990,22056,10.1016/0922-338X(96)83126-6,-,-,-,-,,-
51450,22056,10.1016/0922-338X(96)83126-6,Candida rugosa,100 g/l,hydroxyisobutyric acid,Acid,glucose,
23010,22076,10.1099/13500872-141-7-1567,-,-,-,-,,-
51451,22076,10.1099/13500872-141-7-1567,Debaryomyces yamadae,,,,,
23012,22078,10.1016/0141-0229(94)00065-Y,-,-,-,-,,-
51452,22078,10.1016/0141-0229(94)00065-Y,Pichia stipitis,,,,,
23016,22082,10.1007/BF02788602,Candida pseudotropicalis,21.17 g/L,ethanol,Alcohol,,
23024,22090,10.1007/BF00130800,-,-,-,-,,-
51453,22090,10.1007/BF00130800,,,,,xylose,
23026,22092,none,-,-,-,-,,-
51454,22092,none,,,,,,
23027,22093,10.1007/BF00704652,-,-,-,-,,-
51455,22093,10.1007/BF00704652,Candida boidinii,53 g/l,xylitol,Alcohol,,
23030,22096,10.1007/BF00127982,Candida sp,100 g/L,xylitol,Alcohol,,
23031,22097,10.1139/m95-024,NULL,NULL,NULL,NULL,,
51456,22102,10.1016/0960-8524(95)00116-6,Candida bombicola,120 g l(-1),sophorose lipid,Other,glucose,
23036,22102,10.1016/0960-8524(95)00116-6,-,-,-,-,,-
23040,22106,10.1016/0922-338X(96)87732-4,-,-,-,-,,-
51457,22106,10.1016/0922-338X(96)87732-4,Candida mogii,,,,xylose,
23043,22109,10.1007/BF02635781,Candida bombicola,120 g/L,sophorose lipid,Other,,
23044,22110,none,NULL,NULL,NULL,NULL,,
51458,22123,10.1007/BF00367654,,,,,,
23057,22123,10.1007/BF00367654,-,-,-,-,,-
23060,22126,10.1007/BF01569757,Candida bombicola,340 g L-1,sophorose lipid,Other,,
51459,22145,10.1002/abio.370140118,,,,,,
23079,22145,10.1002/abio.370140118,-,-,-,-,,-
51460,22149,10.1016/0961-9534(94)00079-9,Candida pseudotropicalis,,,,ethanol,
23083,22149,10.1016/0961-9534(94)00079-9,-,-,-,-,,-
51461,22154,10.1016/0922-338X(94)90255-0,Candida glabrata,57.0 g/l,pyruvic acid,Acid,glucose,
23088,22154,10.1016/0922-338X(94)90255-0,-,-,-,-,,-
51462,22160,none,Candida pseudotropicalis,,ethanol,Alcohol,,
23094,22160,none,-,-,-,-,,-
51463,22184,10.1007/BF01583714,Candida guilliermondii,,,,,
23118,22184,10.1007/BF01583714,-,-,-,-,,-
23123,22189,10.1007/BF02918999,NULL,NULL,NULL,NULL,,
23126,22192,none,Candida guilliermondii,17.6 g/L,xylitol,Alcohol,,
51464,22204,10.1016/0960-8524(93)90151-Z,,,,,hydrol,
23138,22204,10.1016/0960-8524(93)90151-Z,-,-,-,-,,-
23145,22211,10.1002/bit.260401019,NULL,NULL,NULL,NULL,,
23151,22217,10.1002/bit.260400912,NULL,NULL,NULL,NULL,,
23155,22221,10.1002/bit.260400702,Pichia stipitis,12.6 g/L,ethanol,Alcohol,,
23162,22228,10.1139/m92-106,NULL,NULL,NULL,NULL,,
23171,22237,10.1007/BF01021258,NULL,NULL,NULL,NULL,,
51465,22238,none,Escherichia coli,35 g/L,ethanol,Alcohol,,
23172,22238,none,-,-,-,-,,-
51466,22260,10.1007/BF00164412,,,,,,
23194,22260,10.1007/BF00164412,-,-,-,-,,-
51467,22267,10.1007/BF00164703,Pichia pastoris,,,,ethanol,
23201,22267,10.1007/BF00164703,-,-,-,-,,-
51468,22268,10.1016/0141-0229(91)90067-K,,,,,,
23202,22268,10.1016/0141-0229(91)90067-K,-,-,-,-,,-
51469,22271,none,Pichia stipitis,,,,,
23205,22271,none,-,-,-,-,,-
51470,22273,10.1016/0141-0229(91)90079-P,Pichia stipitis,,,,,
23207,22273,10.1016/0141-0229(91)90079-P,-,-,-,-,,-
51471,22278,10.1007/BF01577657,Pichia stipitis,,,,ethanol,
23212,22278,10.1007/BF01577657,-,-,-,-,,-
23216,22282,10.1007/BF02922630,NULL,NULL,NULL,NULL,,
51472,22294,10.1016/0922-338X(91)90300-6,Candida brassicae,,,,ethanol,
23228,22294,10.1016/0922-338X(91)90300-6,-,-,-,-,,-
51473,22482,none,,,,,ethanol,
23416,22482,none,-,-,-,-,,-
51474,22524,none,Candida lipolytica,,,,citric acid,
23458,22524,none,-,-,-,-,,-
23579,22645,10.1007/s00253-019-10054-3,Aspergillus niger,201.24 g/L,malic acid,Acid,,
23582,22648,none,Aspergillus oryzae,142.5 g/L,malic acid,Acid,,
23592,22658,10.1134/S0003683819020170,Aspergillus terreus,10 g/L,lovastatin,Other,,
51475,22662,10.4014/jmb.1812.12038,Aspergillus fumigatus,62.1 mg/l,Chaetominine,Alkaloid,acetate,
23596,22662,10.4014/jmb.1812.12038,-,-,-,-,,-
23624,22690,none,Aspergillus niger,130 gL(-1),citric acid,Acid,,
23625,22691,10.1093/femsyr/foy085,NULL,NULL,NULL,NULL,,
23634,22700,10.1002/bit.26733,Yarrowia lipolytica,2.6 g/L,triacetic acid lactone,Polyketide,,
23635,22701,10.1007/s10295-018-2047-z,NULL,NULL,NULL,NULL,,
23637,22703,10.1021/acssynbio.8b00130,Aspergillus oryzae,117.2 g/L,malic acid,Acid,,
51476,22707,10.1007/s13205-018-1398-5,Aspergillus oryzae,,,,glucose,
23641,22707,10.1007/s13205-018-1398-5,-,-,-,-,,-
51477,22713,10.1016/j.ymben.2018.05.010,Escherichia coli,5.90 g/l,malic acid,Acid,,
23647,22713,10.1016/j.ymben.2018.05.010,-,-,-,-,,-
23657,22723,10.1016/j.ymben.2018.05.001,Escherichia coll,29 g/L,L-tryptophan,Amino Acid,,
23678,22744,10.1007/s12010-018-2902-4,Aspergillus niger,130.8g/L,citric acid,Acid,,
23689,22755,10.1007/s00253-017-8602-0,Shiraia sp,1894.66 mg/L,perylenequinones,Other,,
23694,22760,10.1016/j.jbiotec.2017.09.021,Aspergillus oryzae,82.3 g/L,malic acid,Acid,,
23704,22770,10.1016/j.biortech.2017.05.080,Aspergillus terreus,49.65 g L-1,itaconic acid,Acid,,
23714,22780,10.1007/s00253-017-8141-8,Saccharomyces cerevisiae,30.75 g L-1,pyruvate,Acid,,
23719,22785,10.1002/bit.26190,Escherichia coli,21.65g/L,malic acid,Acid,,
23727,22793,10.1002/bit.26081,Escherichia coli,8.7g/L,itaconic acid,Acid,,
51478,22794,10.4014/jmb.1611.11054,Aspergillus terreus,75 g/l,itaconic acid,Acid,,
23728,22794,10.4014/jmb.1611.11054,-,-,-,-,,-
23730,22796,10.1038/srep41040,Aspergillus niger,157 g L-1,citric acid,Acid,,
23755,22821,10.1016/j.jbiotec.2016.06.002,NULL,NULL,NULL,NULL,,
23756,22822,10.1007/s10126-016-9710-z,NULL,NULL,NULL,NULL,,
23765,22831,10.1002/bit.25914,Escherichia coli,7.2g/L,itaconic acid,Acid,,
23769,22835,10.1016/j.ymben.2016.02.003,NULL,NULL,NULL,NULL,,
51479,22842,10.4014/jmb.1509.09013,Pichia pastoris,23.0 mg/l,3-hydroxygenistein,Other,,
23776,22842,10.4014/jmb.1509.09013,-,-,-,-,,-
23809,22875,none,NULL,NULL,NULL,NULL,,
23810,22876,10.1016/j.ymben.2015.06.003,-,-,-,-,,-
51480,22876,10.1016/j.ymben.2015.06.003,Corynebacterium glutamicum,7.8 gl(-1),itaconic acid,Acid,glucose,
23822,22888,10.1186/s12934-015-0190-z,Aspergillus niger,151.67 g L-1,citric acid,Acid,,
23835,22901,10.1007/s00253-014-6092-x,Escherichia coli,690 mg/L,itaconic acid,Acid,,
23848,22914,10.1007/s00253-014-5895-0,Saccharomyces cerevisiae,168 mg/L,itaconic acid,Acid,,
23850,22916,10.1016/j.jhazmat.2014.08.060,NULL,NULL,NULL,NULL,,
51481,22922,10.1016/j.jbiotec.2014.04.007,Lactobacillus reuteri,56 g/l,mannitol,Alcohol,,
23856,22922,10.1016/j.jbiotec.2014.04.007,-,-,-,-,,-
23872,22938,10.1186/1475-2859-13-11,NULL,NULL,NULL,NULL,,
23875,22941,10.2323/jgam.60.191,Escherichia coli,4.34 g/L,itaconic acid,Acid,,
23890,22956,10.1007/s00253-013-5132-2,Aspergillus oryzae,154 g/L,malic acid,Acid,,
51482,22985,none,,,,,glucose,
23919,22985,none,-,-,-,-,,-
51483,22986,10.1016/j.enzmictec.2012.08.005,Saccharomyces cerevisiae,2.1 g/l,ethanol,Alcohol,,
23920,22986,10.1016/j.enzmictec.2012.08.005,-,-,-,-,,-
23922,22988,10.1111/1574-6968.12006,NULL,NULL,NULL,NULL,,
23942,23008,10.1007/s00253-012-4045-9,Alternaria sp,123 mu g/L,resveratrol,Polyketide,,
51484,23053,10.1007/s10532-010-9389-1,,,,,,
23987,23053,10.1007/s10532-010-9389-1,-,-,-,-,,-
51485,23058,10.1016/j.biortech.2010.07.049,,,,,,
23992,23058,10.1016/j.biortech.2010.07.049,-,-,-,-,,-
51486,23066,10.1590/S0001-37652010000300004,Aspergillus flavus,26g l(-1),5-hydroxy-2-hydroxymethyl-gamma-pirone,Other,,
24000,23066,10.1590/S0001-37652010000300004,-,-,-,-,,-
51487,23068,10.1016/j.resmic.2010.05.017,,,,,,
24002,23068,10.1016/j.resmic.2010.05.017,-,-,-,-,,-
51488,23069,10.1186/1472-6750-10-63,Aspergillus niger,,,,,
24003,23069,10.1186/1472-6750-10-63,-,-,-,-,,-
51489,23096,10.1002/apj.316,Aspergillus terreus,0.94 g/L,lovastatin,Other,,
24030,23096,10.1002/apj.316,-,-,-,-,,-
51490,23106,10.1128/AEM.01461-08,Aspergillus nidulans,455 mg/l,6-methylsalicylic acid,Polyketide,,
24040,23106,10.1128/AEM.01461-08,-,-,-,-,,-
51491,23118,10.1007/s10295-008-0412-z,,,phenol,Other,,
24052,23118,10.1007/s10295-008-0412-z,-,-,-,-,,-
24058,23124,10.1556/AMicr.55.2008.2.4,NULL,NULL,NULL,NULL,,
24070,23136,10.1021/bp070037o,NULL,NULL,NULL,NULL,,
24080,23146,10.1016/j.ymben.2006.05.007,Pseudomonas putida,7.2 g/L,2-methylcitric acid,Acid,,
24173,23146,10.1016/j.ymben.2006.05.007,Ralstonia eutropha,19.2 g/L,2-methylcitric acid,Acid,,
24098,23164,10.1016/j.procbio.2004.04.016,-,-,-,-,,-
51492,23164,10.1016/j.procbio.2004.04.016,,,,,,
24191,23164,10.1016/j.procbio.2004.04.016,-,-,-,-,,-
51493,23173,10.1016/j.jbiotec.2004.04.013,,,,,,
24107,23173,10.1016/j.jbiotec.2004.04.013,-,-,-,-,,-
24200,23173,10.1016/j.jbiotec.2004.04.013,-,-,-,-,,-
51494,23180,none,Aspergillus niger,96.10 g/l,citric acid,Acid,citric acid,
24114,23180,none,-,-,-,-,,-
24207,23180,none,-,-,-,-,,-
51495,23184,none,,,,,,
24118,23184,none,-,-,-,-,,-
24211,23184,none,-,-,-,-,,-
51496,23186,none,Candida utilis,,,,cellulose,
24120,23186,none,-,-,-,-,,-
24213,23186,none,-,-,-,-,,-
51497,23217,10.1007/s00253-002-1119-0,,,,,ethanol,
24151,23217,10.1007/s00253-002-1119-0,-,-,-,-,,-
24244,23217,10.1007/s00253-002-1119-0,-,-,-,-,,-
51498,23232,none,Aspergillus terreus,,,,,
24166,23232,none,-,-,-,-,,-
24259,23232,none,-,-,-,-,,-
51499,23233,none,,,,,,
24167,23233,none,-,-,-,-,,-
24260,23233,none,-,-,-,-,,-
51500,23236,none,Aspergillus flavus,31.00 g/l,kojic acid,Acid,,
24170,23236,none,-,-,-,-,,-
24263,23236,none,-,-,-,-,,-
24266,23239,none,NULL,NULL,NULL,NULL,,
24275,23248,none,NULL,NULL,NULL,NULL,,
51501,23252,none,Pycnoporus cinnabarinus,155 mg l(-1),hydroxybenzaldehyde,Other,,
24279,23252,none,-,-,-,-,,-
51502,23254,10.1007/s002530100772,Aspergillus oryzae,,,,,
24281,23254,10.1007/s002530100772,-,-,-,-,,-
24282,23255,10.1007/s004490100235,NULL,NULL,NULL,NULL,,
24291,23264,10.1007/BF02873590,NULL,NULL,NULL,NULL,,
51503,23269,10.1016/S0958-1669(00)00125-7,Pseudomonas sp,6 g/l,vanillin,Other,ferulic acid,
24296,23269,10.1016/S0958-1669(00)00125-7,-,-,-,-,,-
51504,23273,none,Aspergillus niger,,,,,
24300,23273,none,-,-,-,-,,-
24309,23282,10.1016/S1389-1723(00)88047-0,NULL,NULL,NULL,NULL,,
24312,23285,10.1006/fstl.1999.0608,NULL,NULL,NULL,NULL,,
24320,23293,10.1016/S0168-1656(99)00158-3,-,-,-,-,,-
51505,23293,10.1016/S0168-1656(99)00158-3,Penicillium chrysogenum,,,,,
24333,23306,none,Aspergillus niger,149 g/L,gluconic acid,,,
24345,23318,10.1007/s002530051396,-,-,-,-,,-
51506,23318,10.1007/s002530051396,,,,,glucose,
24368,23341,none,NULL,NULL,NULL,NULL,,
24371,23344,10.1023/A:1008851430560,-,-,-,-,,-
51507,23344,10.1023/A:1008851430560,,,,,glycerol,
51508,23360,10.1007/s002990050394,Rhodiola sachalinensis,200 mg/l,salidroside,Other,,
24387,23360,10.1007/s002990050394,-,-,-,-,,-
51509,23361,10.1080/08905439809549945,Aspergillus niger,85.5 g/l,citric acid,Acid,citric acid,
24388,23361,10.1080/08905439809549945,-,-,-,-,,-
24391,23364,none,NULL,NULL,NULL,NULL,,
51510,23372,10.1016/S0922-338X(98)80068-8,,,,,,
24399,23372,10.1016/S0922-338X(98)80068-8,-,-,-,-,,-
24411,23384,10.1023/A:1018362309677,Artemisia annua,550 mg/L,artemisinin,Isoprenoid,,
51511,23385,10.1016/S0141-0229(97)00041-0,NULL,NULL,,,,
24412,23385,10.1016/S0141-0229(97)00041-0,-,-,-,-,,-
51512,23394,10.1023/A:1018374428391,Aspergillus terreus,,,,,
24421,23394,10.1023/A:1018374428391,-,-,-,-,,-
51513,23401,10.1111/j.1365-2672.1997.tb02875.x,Aspergillus niger,,,,glucose,
24428,23401,10.1111/j.1365-2672.1997.tb02875.x,-,-,-,-,,-
24431,23404,10.1007/BF02920438,NULL,NULL,NULL,NULL,,
51514,23405,10.1007/s002530050933,Aspergillus niger,,,,,
24432,23405,10.1007/s002530050933,-,-,-,-,,-
51515,23408,10.1023/A:1018593815266,Aspergillus flavus,,,,glucose,
24435,23408,10.1023/A:1018593815266,-,-,-,-,,-
51516,23415,none,Aspergillus niger,,,,,
24442,23415,none,-,-,-,-,,-
51517,23419,10.1016/S0922-338X(97)89265-3,Aspergillus terreus,60 g/l,itaconic acid,Acid,,
24446,23419,10.1016/S0922-338X(97)89265-3,-,-,-,-,,-
24448,23421,10.1007/BF00129352,Saccharomyces cerevisiae,109 g/L,malic acid,Acid,,
51518,23422,10.1016/S0141-0229(96)00065-8,Aspergillus flavus,28.9 g l(-1),kojic acid,Acid,,
24449,23422,10.1016/S0141-0229(96)00065-8,-,-,-,-,,-
51519,23428,10.1016/0168-1656(96)01552-0,Aspergillus niger,237 mg l(-1),vanillic acid,Acid,ferulic acid,
24455,23428,10.1016/0168-1656(96)01552-0,-,-,-,-,,-
24458,23431,10.1007/BF00129725,Aspergillus niger,200 g/L,gluconic acid,Acid,,
24459,23432,10.1021/bp950066b,NULL,NULL,NULL,NULL,,
51520,23448,10.1007/BF00140189,Aspergillus niger,,,,,
24475,23448,10.1007/BF00140189,-,-,-,-,,-
51521,23459,10.1007/BF00360924,Aspergillus niger,,,,glucose,
24486,23459,10.1007/BF00360924,-,-,-,-,,-
51522,23461,none,Aspergillus awamori,,,,glucose,
24488,23461,none,-,-,-,-,,-
24490,23463,10.1002/(SICI)1097-0290(19960305)49:5<568::AID-BIT10>3.3.CO;2-4,NULL,NULL,NULL,NULL,,
24496,23469,10.1007/BF02941728,NULL,NULL,NULL,NULL,,
24501,23474,10.1099/13500872-142-3-533,NULL,NULL,NULL,NULL,,
51523,23496,10.1016/0922-338X(96)80584-8,Aspergillus niger,92.9 g/l,citric acid,Acid,glucose,
24523,23496,10.1016/0922-338X(96)80584-8,-,-,-,-,,-
51524,23503,none,Aspergillus niger,,,,,
24530,23503,none,-,-,-,-,,-
51525,23506,10.1007/BF00166912,Aspergillus niger,,,,glucose,
24533,23506,10.1007/BF00166912,-,-,-,-,,-
51526,23510,none,,,,,,
24537,23510,none,-,-,-,-,,-
51527,23518,10.1016/0168-1656(95)00051-Q,Acremonium chrysogenum,,,,,
24545,23518,10.1016/0168-1656(95)00051-Q,-,-,-,-,,-
51528,23534,none,Aspergillus niger,,,,sucrose,
24561,23534,none,-,-,-,-,,-
51529,23535,10.1038/nbt0595-498,Aspergillus oryzae,,,,,
24562,23535,10.1038/nbt0595-498,-,-,-,-,,-
24566,23539,10.1007/BF01569957,NULL,NULL,NULL,NULL,,
51530,23542,10.1007/BF00367112,Aspergillus phoenicis,,,,cellulose,
24569,23542,10.1007/BF00367112,-,-,-,-,,-
24579,23552,10.1007/BF00127992,-,-,-,-,,-
51531,23552,10.1007/BF00127992,Aspergillus niger,94.54 g/l,citric acid,Acid,,
24581,23554,10.1016/0141-0229(94)00039-T,-,-,-,-,,-
51532,23554,10.1016/0141-0229(94)00039-T,,,,,,
24593,23566,10.1016/0922-338X(95)98174-J,-,-,-,-,,-
51533,23566,10.1016/0922-338X(95)98174-J,Aspergillus oryzae,,,,glucose,
24606,23579,10.1016/0168-1656(94)90146-5,NULL,NULL,NULL,NULL,,
24613,23586,10.1016/0141-0229(94)90062-0,-,-,-,-,,-
51534,23586,10.1016/0141-0229(94)90062-0,,,,,,
24625,23598,10.1016/0141-0229(94)90093-0,-,-,-,-,,-
51535,23598,10.1016/0141-0229(94)90093-0,Aspergillus niger,,,,,
24627,23600,10.1007/BF00178491,-,-,-,-,,-
51536,23600,10.1007/BF00178491,Aspergillus niger,27 g/l,citric acid,Acid,,
24633,23606,none,-,-,-,-,,-
51537,23606,none,Aspergillus niger,,,,,
24642,23615,10.1016/0168-6445(94)90018-3,-,-,-,-,,-
51538,23615,10.1016/0168-6445(94)90018-3,Aspergillus niger,90 g l(-1),citric acid,Acid,citric acid,
24646,23619,10.1016/0141-0229(94)90166-X,-,-,-,-,,-
51539,23619,10.1016/0141-0229(94)90166-X,Aspergillus niger,,,,,
24650,23623,none,-,-,-,-,,-
51540,23623,none,Aspergillus sp,,,,,
51541,23640,none,Aspergillus niger,168 g/l,gluconic acid,Acid,,
24667,23640,none,-,-,-,-,,-
51542,23653,10.1016/0922-338X(94)90256-9,Aspergillus awamori,,,,,
24680,23653,10.1016/0922-338X(94)90256-9,-,-,-,-,,-
51543,23660,10.1016/0922-338X(94)90245-3,,,,,,
24687,23660,10.1016/0922-338X(94)90245-3,-,-,-,-,,-
51544,23662,10.1016/0922-338X(94)90113-9,Aspergillus niger,59.0 g/l,citric acid,Acid,glucose,
24689,23662,10.1016/0922-338X(94)90113-9,-,-,-,-,,-
24696,23669,10.1002/bit.260420905,NULL,NULL,NULL,NULL,,
51545,23670,none,Aspergillus niger,49.6 g/l,citric acid,Acid,,
24697,23670,none,-,-,-,-,,-
51546,23671,none,,,,,,
24698,23671,none,-,-,-,-,,-
51547,23674,10.1016/0168-1656(93)90156-H,Aspergillus niger,,,,,
24701,23674,10.1016/0168-1656(93)90156-H,-,-,-,-,,-
24707,23680,none,NULL,NULL,NULL,NULL,,
51548,23681,10.1099/00221287-139-9-2101,,,,,citric acid,
24708,23681,10.1099/00221287-139-9-2101,-,-,-,-,,-
51549,23696,none,Aspergillus niger,143 g l-1,gluconic acid,Acid,hydrol,
24723,23696,none,-,-,-,-,,-
51550,23700,10.1007/BF00138543,,,,,,
24727,23700,10.1007/BF00138543,-,-,-,-,,-
51551,23702,10.1007/BF00321296,,,,,,
24729,23702,10.1007/BF00321296,-,-,-,-,,-
51552,23703,none,Aureobasidium pullulans,,,,glucose,
24730,23703,none,-,-,-,-,,-
51553,23709,none,Yarrowia lipolytica,39 g/l,citric acid,Acid,,
24736,23709,none,-,-,-,-,,-
51554,23711,none,,,,,,
24738,23711,none,-,-,-,-,,-
24741,23714,none,Candida guilliermondii,17.6 g/L,xylitol,Alcohol,,
51555,23717,10.1007/BF00133015,Aspergillus niger,67.43 g/l,gluconic acid,Acid,,
24744,23717,10.1007/BF00133015,-,-,-,-,,-
24758,23731,10.1007/BF00336746,NULL,NULL,NULL,NULL,,
51556,23733,10.1080/08905439309549859,Aspergillis foetidus,48.3 g/l,citric acid,Acid,sucrose,
24760,23733,10.1080/08905439309549859,-,-,-,-,,-
51557,23739,10.1016/0922-338X(93)90067-I,Aspergillus terreus,,,,,
24766,23739,10.1016/0922-338X(93)90067-I,-,-,-,-,,-
51558,23740,10.1016/0922-338X(93)90075-J,,,,,,
24767,23740,10.1016/0922-338X(93)90075-J,-,-,-,-,,-
51559,23745,10.1016/0922-338X(93)90122-O,Aspergillus niger,48.0 g/l,citric acid,Acid,,
24772,23745,10.1016/0922-338X(93)90122-O,-,-,-,-,,-
51560,23748,none,NULL,,,,hydrol,
24775,23748,none,-,-,-,-,,-
51561,23752,10.2323/jgam.38.605,,,,,citric acid,
24779,23752,10.2323/jgam.38.605,-,-,-,-,,-
51562,23757,none,Aspergillus oryzae,,,,,
24784,23757,none,-,-,-,-,,-
51563,23768,10.1016/0168-1656(92)90035-8,,,,,,
24795,23768,10.1016/0168-1656(92)90035-8,-,-,-,-,,-
24796,23769,10.1016/0168-1656(92)90038-B,NULL,NULL,NULL,NULL,,
24802,23775,10.1002/bit.260390904,Aspergillus oryzae,83 g/L,kojic acid,Acid,,
51564,23778,10.1007/BF01023359,Aspergillus terreus,,,,glucose,
24805,23778,10.1007/BF01023359,-,-,-,-,,-
24820,23793,10.1016/0922-338X(92)90037-U,NULL,NULL,NULL,NULL,,
51565,23794,10.1016/0922-338X(92)90175-T,,,,,citric acid,
24821,23794,10.1016/0922-338X(92)90175-T,-,-,-,-,,-
51566,23795,none,Aspergillus niger,,,,,
24822,23795,none,-,-,-,-,,-
51567,23804,10.1007/BF00164702,Aspergillus niger,,,,citric acid,
24831,23804,10.1007/BF00164702,-,-,-,-,,-
24837,23810,10.1016/0168-1656(91)90227-M,NULL,NULL,NULL,NULL,,
24839,23812,none,-,-,-,-,,-
51568,23812,none,Yarrowia lipolytica,16.4 g l-1,citric acid,Acid,citric acid,
24842,23815,none,-,-,-,-,,-
51569,23815,none,Aspergillus terreus,19 g/l,itaconic acid,Acid,glucose,
24848,23821,none,-,-,-,-,,-
51570,23821,none,Aspergillus niger,,,,,
25239,24212,10.1016/j.bej.2019.107238,NULL,NULL,NULL,NULL,,
25244,24217,10.1007/s13205-019-1680-1,Aureobasidium pullulans,64.12 g/L,pullulan,Other,,
25246,24219,10.1016/j.biortech.2018.12.119,NULL,NULL,NULL,NULL,,
25247,24220,10.1016/j.jbiotec.2018.04.001,Aureobasidium pullulans,40.0g/L,polymalic acid,Polymer,,
25248,24221,10.1186/s13068-018-1099-7,Aureobasidium pullulans,94.2 g/L,polymalic acid,Polymer,,
25253,24226,10.1016/j.biortech.2017.02.079,Clostridium tyrobutyricum,16 g/L,butanol,Alcohol,,
25256,24229,10.1016/j.enzmictec.2016.06.016,Aureobasidium pullulans,36.3 g/L,pullulan,Other,,
25258,24229,10.1016/j.enzmictec.2016.06.016,Aureobasidium pullulans,36.3 g/L,pullulan,Other,,
25260,24231,10.1002/elsc.201200189,Aureobasidium pullulans,63.2 g/L,polymalic acid,Polymer,,
25264,24235,10.1016/j.biortech.2005.04.046,NULL,NULL,NULL,NULL,,
51571,24237,none,Aureobasidium pullulans,36.87 g/l,pullulan,Polymer,glucose,
25266,24237,none,-,-,-,-,,-
51572,24244,10.1023/A:1005399918647,,,,,,
25273,24244,10.1023/A:1005399918647,-,-,-,-,,-
51573,24245,10.1016/S0922-338X(99)80010-5,Trichosporon sp,,,,glucose,
25274,24245,10.1016/S0922-338X(99)80010-5,-,-,-,-,,-
51574,24246,10.1016/S0922-338X(97)86768-2,Lactobacillus sp,73 g/L,mannitol,Alcohol,,
25275,24246,10.1016/S0922-338X(97)86768-2,-,-,-,-,,-
25277,24248,10.1023/A:1018346516211,NULL,NULL,NULL,NULL,,
51575,24250,10.1016/0168-1656(96)01590-8,Aureobasidium pullulans,,,,glucose,
25279,24250,10.1016/0168-1656(96)01590-8,-,-,-,-,,-
25283,24254,10.1007/BF02788746,NULL,NULL,NULL,NULL,,
51576,24258,none,Aureobasidium pullulans,,,,,
25287,24258,none,-,-,-,-,,-
51577,24266,10.1007/BF00144465,Aureobasidium pullulans,,,,,
25295,24266,10.1007/BF00144465,-,-,-,-,,-
51578,24271,10.1007/BF00131210,Aureobasidium pullulans,,,,glucose,
25300,24271,10.1007/BF00131210,-,-,-,-,,-
51579,24272,10.1007/BF00129930,Aureobasidium pullulans,,,,sucrose,
25301,24272,10.1007/BF00129930,-,-,-,-,,-
51580,24276,none,Aureobasidium pullulans,,,,glucose,
25305,24276,none,-,-,-,-,,-
51581,24277,none,Clostridium acetobutylicum,13.8 g/l,butanol,Alcohol,,
25306,24277,none,-,-,-,-,,-
25336,24307,10.1016/j.biortech.2019.121316,Clostridium cellulovorans,4.0 g/L,butanol,Alcohol,,
25342,24313,10.1016/j.biortech.2019.03.145,NULL,NULL,NULL,NULL,,
25348,24319,10.1016/j.biortech.2019.02.096,NULL,NULL,NULL,NULL,,
25358,24329,10.1128/AEM.02560-18,-,-,-,-,,-
51582,24329,10.1128/AEM.02560-18,Clostridium cellulovorans,3.47 g/l,butanol,Alcohol,,
25365,24336,10.1186/s13068-019-1388-9,NULL,NULL,NULL,NULL,,
25371,24342,10.1111/1751-7915.13313,-,-,-,-,,-
51583,24342,10.1111/1751-7915.13313,,,,,,
